profile_id,lat,lon,date,day_of_year,sst,t_0,t_5,t_10,t_20,t_30,t_50,t_75,t_100,t_125,t_150,t_200,t_300,t_500,t_700,t_1000
1902660_020,21.5123,59.7371,2025-05-11,131,28.26,,26.833,26.28,25.739,25.004,24.409,24.175,23.542,22.635,21.6,19.506,16.753,13.55,11.584,
1902751_016,20.1656,59.676,2025-05-11,131,28.87,,28.672,28.445,28.062,27.545,24.47,24.088,23.844,22.247,20.569,18.751,16.087,13.347,11.611,9.107
2903955_018,24.25,59.3342,2025-05-11,131,30.39,,30.175,29.74,27.379,24.895,23.843,23.787,23.593,23.605,22.976,21.457,18.805,13.737,11.685,9.019
6990715_007,9.6333,67.3667,2025-05-11,131,30.59,,30.955,30.951,30.834,30.423,29.166,27.241,26.375,22.673,20.621,16.562,13.186,11.531,10.068,7.878
3902657_018,21.3162,61.0271,2025-05-10,130,29.3,,29.192,29.139,28.728,28.641,25.206,24.14,23.644,22.168,20.735,19.243,,,,
4903839_019,24.6643,59.8628,2025-05-10,130,30.22,,30.264,29.503,27.79,25.199,24.004,23.664,23.553,23.097,22.437,20.58,17.905,13.145,11.248,8.664
2903956_018,23.364,59.4327,2025-05-10,130,30.36,,30.051,30.007,28.655,26.197,23.996,23.74,23.646,23.534,22.598,21.165,18.207,13.503,11.452,
1902734_007,20.3116,61.2031,2025-05-10,130,29.76,,29.692,29.694,29.698,29.528,25.448,24.277,24.139,22.216,20.512,18.127,15.479,13.252,11.403,9.18
6990700_012,22.6048,59.7231,2025-05-10,130,30.06,,30.827,29.055,26.689,24.801,23.767,23.413,23.105,23.047,22.079,20.797,18.975,13.539,,
5907082_061,18.6667,85.8167,2025-05-10,130,30.57,,30.554,30.552,30.486,30.282,28.786,25.245,22.464,19.671,17.227,13.858,11.696,10.043,8.955,6.965
2902203_336,15.714,64.43,2025-05-10,130,29.83,,30.474,30.448,30.282,29.555,26.567,24.474,21.638,20.857,19.624,16.349,14.62,12.479,10.973,8.671
5907141_019,25.1715,59.9216,2025-05-10,130,29.72,,30.219,30.094,28.148,25.551,24.591,23.953,23.543,23.225,22.799,21.596,18.148,,,
1902660_019,21.4959,59.7344,2025-05-10,130,28.17,,27.324,26.401,26.056,24.804,24.277,24.049,23.107,21.745,20.966,19.181,16.753,13.506,11.799,9.021
2903956_017,23.5091,59.5462,2025-05-09,129,30.26,,29.921,29.527,26.844,25.287,24.013,23.738,23.643,23.518,22.791,21.152,17.908,13.403,11.469,8.902
6903140_346,21.8163,62.7823,2025-05-09,129,29.11,,29.318,29.194,29.086,28.597,25.325,24.055,23.521,23.028,21.646,19.346,16.69,13.162,11.321,9.123
6903138_350,11.5504,56.9404,2025-05-09,129,30.47,,30.866,30.866,30.255,29.652,25.971,25.318,24.341,21.973,18.553,15.886,13.436,12.222,11.947,8.706
6903141_346,24.001,60.1853,2025-05-09,129,30.13,,29.853,28.96,25.122,24.425,23.741,23.575,23.214,22.098,21.328,21.055,16.422,12.812,11.078,8.734
3902669_008,19.5167,64.15,2025-05-09,129,29.41,,29.921,29.913,29.78,29.608,27.873,26.404,24.754,23.152,20.859,18.254,15.241,13.142,11.594,9.079
6903139_350,13.4816,47.871,2025-05-09,129,29.75,,30.262,29.659,29.435,25.962,24.369,23.793,22.414,20.642,19.619,16.563,15.054,14.112,13.307,10.744
1902751_015,20.1442,59.7075,2025-05-09,129,28.18,,27.965,27.829,27.77,27.726,24.755,24.191,23.801,23.073,21.04,19.064,16.445,13.417,11.605,9.202
2903989_009,15.9,86.7,2025-05-09,129,30.86,,30.771,30.694,30.62,30.441,29.426,28.15,27.54,23.302,20.484,15.554,12.094,10.295,8.735,6.771
5907085_057,8.6,69.7,2025-05-09,129,30.65,,31.104,30.87,30.811,30.347,29.324,27.615,24.256,21.504,18.153,14.942,12.544,11.071,9.576,7.274
2902201_336,18.806,59.041,2025-05-09,129,29.02,,29.458,29.278,29.232,29.217,25.305,23.596,22.186,21.192,19.813,18.308,15.875,12.958,11.237,8.787
6990700_011,22.6183,59.66,2025-05-09,129,29.73,,30.686,30.248,27.391,25.165,23.986,23.603,23.442,22.911,22.069,21.109,18.664,13.476,11.63,
4903839_018,24.5646,59.9717,2025-05-09,129,30.29,,30.34,29.566,27.73,26.125,24.09,23.448,22.999,22.392,22.395,20.822,17.392,12.958,11.191,8.686
2903145_054,9.2277,53.4431,2025-05-09,129,30.55,,30.671,30.668,30.651,30.026,26.971,24.22,21.877,19.621,16.632,14.632,12.884,10.793,9.907,7.858
2903142_090,12.6006,63.5945,2025-05-09,129,30.27,,30.456,30.457,30.45,29.808,28.726,25.875,23.505,20.762,18.717,15.661,13.222,11.716,10.586,8.531
2903955_017,24.6576,59.1515,2025-05-09,129,30.0,,30.051,29.431,26.46,24.669,23.916,23.718,23.576,23.648,23.325,21.491,20.215,14.061,11.861,9.354
7902287_007,9.1833,68.6833,2025-05-08,128,30.67,,30.791,30.792,30.488,29.847,28.025,26.706,24.854,21.604,19.42,15.894,12.85,11.317,9.673,7.71
2903956_016,23.6131,59.697,2025-05-08,128,30.03,,30.394,29.299,25.017,24.296,23.683,23.621,23.584,23.343,22.664,20.567,17.2,13.344,11.582,8.917
2903831_016,16.735,89.1668,2025-05-08,128,30.6,,30.869,30.871,30.135,29.431,28.3,27.83,26.055,24.01,22.863,17.53,12.768,10.469,8.931,6.951
1902660_018,21.4665,59.7252,2025-05-08,128,27.13,,27.168,26.528,25.698,24.653,24.277,24.081,23.206,21.37,20.555,19.4,16.293,13.405,11.628,9.216
2903149_054,11.8236,63.4093,2025-05-08,128,30.51,,30.645,30.655,29.824,29.171,26.107,23.731,20.459,19.009,18.268,15.536,13.548,11.923,10.663,8.342
7902249_013,10.4333,84.1,2025-05-08,128,30.78,,30.929,30.897,30.563,30.299,29.275,27.48,23.103,20.136,17.829,14.937,12.362,10.217,8.691,6.672
7902251_013,11.4333,87.55,2025-05-08,128,31.17,,31.074,31.001,30.557,30.004,28.58,28.372,26.333,21.95,19.072,14.58,11.821,9.991,8.577,6.7
1902673_057,11.6,68.7167,2025-05-08,128,30.92,,30.876,30.862,30.494,29.867,28.183,26.951,23.84,20.506,18.889,16.101,13.519,11.862,10.398,8.261
5907141_018,25.1545,59.9221,2025-05-08,128,29.57,,29.952,29.762,25.754,24.861,24.12,23.826,23.527,23.537,23.162,21.4,17.462,,,
6990514_095,16.8702,64.9883,2025-05-08,128,29.93,,30.246,30.245,30.233,30.227,27.931,24.554,23.159,21.583,19.834,17.949,15.093,12.616,10.885,8.847
4903660_095,15.4592,59.423,2025-05-08,128,29.87,,29.874,29.88,29.845,28.964,26.24,24.997,24.239,21.87,20.428,17.814,16.14,12.924,11.559,9.129
2902775_233,8.386,89.379,2025-05-08,128,29.67,,30.152,30.152,30.17,29.951,28.997,27.84,25.27,20.931,17.008,14.037,11.708,10.252,8.66,6.697
6990700_010,22.7075,59.5033,2025-05-08,128,30.28,,30.283,29.383,26.165,25.176,24.082,23.634,23.44,23.258,21.645,20.926,17.931,13.374,11.568,8.653
6990716_007,10.3333,68.1,2025-05-08,128,30.46,,30.575,30.58,30.338,29.804,28.153,26.396,25.76,23.577,20.83,16.522,13.034,11.361,10.155,8.098
2903147_054,14.5237,60.1564,2025-05-07,127,30.71,,30.677,30.678,30.681,29.308,26.351,23.8,21.518,20.146,19.03,17.324,14.018,12.428,11.037,9.134
1902757_014,22.3269,60.2521,2025-05-07,127,28.16,,27.33,27.146,27.065,26.63,24.332,23.87,23.48,22.281,20.568,19.018,,,,
3902657_015,21.0997,60.9685,2025-05-07,127,28.74,,28.6,28.601,28.584,28.513,24.881,24.11,23.53,22.122,20.754,19.012,,,,
2903956_015,23.7353,59.8136,2025-05-07,127,30.22,,30.372,29.067,25.41,24.753,24.267,23.564,23.571,23.116,22.407,19.466,18.019,13.278,11.49,
1902734_006,20.1701,61.1844,2025-05-07,127,29.19,,29.453,29.454,29.458,29.461,25.195,24.273,23.966,22.363,20.537,18.4,15.546,13.311,11.507,9.142
1902751_014,20.1118,59.7325,2025-05-07,127,28.51,,27.9,27.901,27.904,27.899,24.928,24.224,23.76,22.624,20.77,18.972,15.916,13.25,11.509,9.112
6903139_349,13.3261,47.7176,2025-05-07,127,29.57,,29.718,29.37,27.562,26.119,24.618,23.992,23.173,21.174,19.723,16.782,15.294,14.616,13.332,10.909
6903140_345,21.792,62.5876,2025-05-07,127,28.85,,29.241,29.167,28.951,28.935,25.422,23.554,22.836,21.769,21.085,19.11,16.368,13.128,11.392,9.158
1901898_254,12.7394,47.9362,2025-05-07,127,29.66,,,,,25.771,24.372,23.633,22.387,21.351,19.941,17.535,14.74,14.179,13.499,11.248
6903138_349,11.5183,56.8181,2025-05-07,127,30.94,,30.921,30.917,30.621,29.286,26.35,25.544,24.129,21.706,18.473,15.886,13.832,11.851,11.901,8.778
6903141_345,23.8904,60.2756,2025-05-07,127,29.9,,29.602,28.889,25.181,24.457,23.875,23.618,23.364,22.483,21.299,20.246,17.302,12.59,10.803,8.659
7902190_038,15.4601,81.7016,2025-05-07,127,30.23,,30.488,29.954,29.695,29.372,28.198,25.776,21.179,18.007,17.151,14.414,11.928,10.075,8.782,7.051
7902248_013,10.3833,86.5667,2025-05-07,127,31.43,,30.799,30.624,30.299,29.849,28.877,27.874,24.791,21.274,18.207,14.64,12.045,9.957,8.456,6.573
6990612_057,11.6333,68.5167,2025-05-07,127,30.8,,31.009,30.859,30.408,29.698,28.179,27.134,24.989,22.276,19.167,15.732,13.206,11.761,10.763,8.042
5907140_013,6.5167,82.05,2025-05-07,127,29.71,,30.177,30.167,29.666,29.1,28.605,27.503,23.12,20.235,18.523,14.846,12.029,9.915,8.738,7.172
4903839_017,24.455,59.9091,2025-05-07,127,30.11,,30.302,30.092,27.27,25.459,23.667,23.405,22.765,22.242,22.177,20.436,17.643,13.331,11.548,8.861
1902660_017,21.3691,59.698,2025-05-07,127,27.31,,26.223,25.89,25.791,24.767,24.287,24.105,22.476,21.042,19.991,19.242,16.485,13.198,11.546,9.235
4903794_021,7.6257,88.4245,2025-05-07,127,29.71,,30.22,30.224,30.324,29.63,28.932,27.604,22.661,19.443,16.242,13.791,11.575,9.829,8.467,6.545
7901016_063,13.9643,55.5943,2025-05-07,127,30.76,,30.516,30.515,30.493,29.295,26.945,25.804,24.953,23.671,21.824,17.521,14.29,12.607,12.085,9.397
5907179_007,11.3833,67.1,2025-05-07,127,30.54,,30.749,30.747,30.316,29.687,27.864,26.298,22.841,21.099,19.007,15.797,13.064,11.512,10.767,8.663
1902289_028,6.2015,69.0388,2025-05-06,126,30.45,,30.875,30.874,30.874,29.709,29.121,28.447,24.469,19.565,16.767,14.472,12.403,10.791,9.805,7.332
1902757_013,22.266,60.3179,2025-05-06,126,28.09,,26.982,26.984,26.972,26.942,24.378,23.884,23.247,21.963,20.644,18.931,,,,
2903956_014,23.872,59.9339,2025-05-06,126,30.07,,30.072,29.401,26.972,24.788,23.928,23.789,23.601,23.337,22.547,20.278,17.139,13.259,11.369,
2903955_016,24.7438,58.8741,2025-05-06,126,30.15,,30.335,29.053,27.352,25.358,23.992,23.763,23.667,23.631,23.41,21.626,18.435,13.7,11.676,9.164
1902756_006,14.4086,53.5455,2025-05-06,126,30.92,,30.312,30.309,29.346,28.462,25.635,23.926,22.428,21.067,19.496,16.973,14.524,12.564,12.661,10.112
6990700_009,22.8383,59.3832,2025-05-06,126,30.68,,29.691,29.19,26.127,24.87,23.78,23.612,23.483,22.828,21.512,21.453,17.157,13.32,11.326,
2903988_011,13.1333,85.6,2025-05-06,126,30.93,,31.305,31.056,30.849,30.589,29.867,27.377,24.138,20.95,18.175,14.344,11.684,9.812,8.383,6.404
2903895_047,8.9833,61.35,2025-05-06,126,30.68,,31.027,30.744,30.475,30.143,28.891,27.572,26.584,25.447,20.27,16.655,12.992,11.374,10.506,8.226
3902573_047,8.2,66.4,2025-05-06,126,30.73,,30.968,30.87,30.409,29.953,28.511,27.297,26.566,23.14,20.013,16.8,13.42,11.209,9.892,7.855
7901136_071,14.6341,69.4464,2025-05-06,126,30.43,,30.654,30.638,30.537,29.924,28.9,27.23,26.225,22.657,19.897,17.279,13.827,12.408,11.009,8.729
2902765_192,10.69,85.024,2025-05-06,126,30.63,,30.663,30.622,30.492,30.23,29.389,27.648,24.911,20.927,19.06,15.313,12.334,10.179,8.786,6.777
1902681_039,10.7886,82.4605,2025-05-06,126,30.5,,30.934,30.879,30.859,29.98,28.723,24.09,21.194,19.346,17.775,14.967,11.942,9.919,8.403,6.474
5907141_017,25.1442,60.0087,2025-05-06,126,29.41,,29.602,29.041,25.307,24.341,23.805,23.686,23.578,23.549,22.704,20.576,17.067,,,
1902458_070,11.814,67.0142,2025-05-06,126,30.58,,30.607,30.61,30.295,30.062,27.946,24.179,22.984,20.744,18.838,15.732,13.215,11.789,10.517,8.544
3902657_013,20.9404,60.9238,2025-05-05,125,28.99,,28.63,28.633,28.639,28.643,25.118,24.047,23.237,21.806,20.913,18.992,,,,
1902755_001,13.9781,68.0171,2025-05-05,125,30.51,,30.672,30.671,30.314,29.717,29.727,27.831,25.232,21.42,19.585,16.839,13.845,12.094,10.99,8.438
5907167_001,13.9781,68.0171,2025-05-05,125,30.51,,30.672,30.671,30.314,29.717,29.727,27.831,25.232,21.42,19.585,16.839,13.845,12.094,10.99,8.438
1902757_012,22.2246,60.4072,2025-05-05,125,28.09,,27.845,27.842,27.833,27.775,24.484,24.102,23.535,23.064,21.159,19.245,,,,
2903956_013,23.9425,60.1178,2025-05-05,125,30.13,,28.812,27.712,25.737,24.746,24.115,23.764,23.379,22.32,21.213,19.569,17.556,13.195,11.253,8.966
1902751_013,20.075,59.7669,2025-05-05,125,29.15,,29.195,29.203,29.205,27.6,24.532,24.168,23.881,22.576,21.152,19.281,16.427,13.245,11.501,9.095
1902660_016,21.2625,59.6463,2025-05-05,125,27.74,,26.491,26.493,26.475,26.059,24.64,24.171,23.457,21.294,20.326,19.545,16.776,13.297,11.536,8.971
6903139_348,13.1506,47.6878,2025-05-05,125,29.25,,29.064,29.014,28.724,26.346,24.992,24.041,22.82,21.399,21.428,17.31,15.404,14.674,13.341,10.773
6903140_344,21.9018,62.5024,2025-05-05,125,29.05,,28.941,28.938,28.939,28.926,26.025,23.831,23.139,22.083,21.043,19.173,16.754,13.326,11.479,9.211
6903138_348,11.467,56.7459,2025-05-05,125,30.82,,30.834,30.831,30.782,29.691,26.654,25.535,24.124,21.902,19.76,16.28,13.676,11.902,11.81,8.468
6903141_344,23.7752,60.4911,2025-05-05,125,29.5,,28.247,26.411,25.342,24.815,23.978,23.724,23.648,23.279,21.773,19.527,17.365,12.679,10.841,8.534
2903892_060,13.2,84.35,2025-05-05,125,30.7,,30.906,30.889,30.446,30.402,30.023,28.613,25.993,21.923,19.366,15.513,12.471,10.232,8.616,6.716
4903869_007,15.0667,87.8167,2025-05-05,125,30.5,,30.67,30.647,29.806,29.314,28.449,27.532,23.962,20.689,17.843,14.061,11.533,9.85,8.37,6.383
5907171_008,13.3833,88.2,2025-05-05,125,30.78,,30.713,30.512,29.46,29.355,29.248,27.848,25.441,22.017,19.661,15.328,11.905,9.961,8.452,6.461
6990608_074,8.8,89.2333,2025-05-05,125,29.94,,30.289,30.254,30.043,29.727,29.245,27.384,23.506,19.747,16.534,14.112,11.738,10.123,8.424,6.678
4903777_047,7.05,64.4333,2025-05-05,125,30.66,,31.006,30.993,30.775,30.111,28.858,26.839,22.901,20.39,17.734,14.36,12.574,11.045,9.411,7.366
5907092_069,13.8629,63.3027,2025-05-05,125,30.55,,30.841,30.48,30.014,29.276,27.295,24.671,21.908,20.173,18.398,15.989,13.248,12.112,10.915,8.883
4903783_047,6.3663,67.7197,2025-05-05,125,30.62,,31.079,30.992,30.871,30.329,29.374,27.991,24.327,20.446,17.789,14.684,12.484,10.75,9.137,7.069
6990700_008,22.9997,59.2759,2025-05-05,125,30.51,,28.908,28.711,25.464,24.105,23.775,23.537,23.46,23.021,22.063,20.306,17.311,13.407,11.395,9.117
4903839_016,24.5673,59.7055,2025-05-05,125,30.29,,29.913,28.849,26.958,25.61,24.071,23.647,23.494,23.266,22.965,21.243,18.995,13.445,11.539,9.092
1902457_071,6.1793,69.189,2025-05-05,125,30.59,,31.102,31.097,30.794,29.8,28.944,27.603,23.029,20.008,16.741,14.047,12.497,10.684,9.632,7.565
5907180_007,15.6667,69.4833,2025-05-05,125,30.4,,30.459,30.456,30.192,29.935,29.073,27.385,25.497,21.638,20.065,17.388,14.413,12.645,11.197,8.883
2903956_026,23.7165,60.2523,2025-05-18,138,29.9,,30.749,30.47,26.706,25.123,24.105,23.512,23.471,22.608,21.851,21.179,17.271,12.803,11.17,9.028
1902751_020,20.2981,59.5821,2025-05-18,138,28.16,,28.011,27.761,27.643,26.865,24.613,24.043,23.777,23.224,21.02,19.289,16.347,13.485,11.361,9.015
5907141_023,25.1294,59.7061,2025-05-18,138,29.66,,30.507,30.467,29.783,26.539,24.472,24.169,23.883,23.824,23.353,20.981,17.274,13.586,,
7902287_008,9.2167,68.7,2025-05-18,138,30.41,,30.463,30.459,30.468,30.088,28.478,26.88,24.227,21.922,19.946,15.919,13.01,11.135,9.645,7.533
7902251_014,11.8167,87.9167,2025-05-18,138,30.57,,30.711,30.713,30.49,29.908,28.746,28.338,25.159,22.168,19.416,13.336,11.341,9.964,8.519,6.808
7902249_014,10.3667,84.4,2025-05-18,138,30.58,,30.512,30.512,30.491,30.287,29.822,28.183,24.329,21.091,18.834,15.392,12.382,10.395,8.83,6.734
1902673_058,11.8333,68.55,2025-05-18,138,30.53,,30.509,30.505,30.458,30.097,28.452,26.951,25.119,21.144,18.47,16.04,13.879,11.9,10.563,8.147
2903147_055,14.4083,60.2626,2025-05-18,138,30.29,,30.501,30.499,30.499,30.501,28.318,25.696,24.575,21.722,19.207,17.472,14.571,12.32,11.084,9.434
2902775_234,8.1,89.331,2025-05-18,138,29.74,,29.853,29.857,29.892,29.969,29.754,28.608,23.292,20.557,17.265,13.87,11.827,10.004,8.805,6.737
6903139_354,12.995,48.626,2025-05-18,138,30.46,,30.276,30.274,28.805,27.083,25.249,23.675,22.212,20.205,18.976,17.047,15.097,14.636,13.508,10.787
6903140_350,21.5575,62.388,2025-05-18,138,29.59,,29.563,29.551,29.536,28.928,25.458,24.165,23.821,23.421,22.265,19.989,17.065,13.213,11.319,9.168
6903141_350,23.759,59.553,2025-05-18,138,29.66,,30.111,29.983,27.194,24.852,24.033,23.505,23.095,22.142,21.755,21.027,16.91,13.074,10.837,8.749
6903138_354,11.4133,57.6282,2025-05-18,138,30.37,,30.587,30.587,30.589,30.153,26.813,25.611,24.196,22.169,18.98,15.695,13.187,12.469,11.326,8.475
2903956_025,23.4816,60.1877,2025-05-17,137,30.14,,30.429,30.422,27.334,24.496,23.656,23.427,23.507,22.919,22.074,20.823,17.802,12.932,11.18,
6990716_008,10.4167,68.2667,2025-05-17,137,30.43,,30.355,30.358,30.266,29.879,28.762,27.45,25.729,22.521,20.057,16.073,13.071,11.415,10.196,7.981
1901898_255,12.9176,47.8536,2025-05-17,137,30.17,,,,,28.336,25.627,24.067,23.013,20.995,18.786,16.8,14.976,14.018,13.478,10.83
1902660_024,21.6279,59.8308,2025-05-17,137,27.15,,26.147,25.35,24.44,24.142,23.858,23.411,23.188,22.873,21.723,19.451,16.386,13.19,11.528,9.118
2903955_021,23.2759,59.5175,2025-05-17,137,30.32,,30.569,30.501,26.34,24.357,23.815,23.626,23.326,22.931,21.984,22.125,17.471,13.128,11.326,8.943
7902248_014,10.5167,86.4167,2025-05-17,137,30.63,,30.792,30.727,30.564,30.065,29.122,27.224,23.794,20.418,17.506,14.126,11.786,9.933,8.44,6.682
5907140_014,7.1667,82.4833,2025-05-17,137,30.73,,30.809,30.812,30.274,29.028,27.555,25.15,22.266,18.799,15.776,13.246,11.361,10.178,9.259,6.825
6990612_058,11.8167,68.2667,2025-05-17,137,30.5,,30.616,30.624,30.513,30.113,28.481,27.516,24.5,20.438,18.673,15.657,13.681,11.873,10.814,8.108
4903660_096,15.2475,59.0702,2025-05-17,137,30.06,,30.517,30.463,30.445,28.561,25.034,24.297,23.536,20.985,20.08,17.334,15.464,12.652,11.416,9.182
6990514_096,16.7422,65.1234,2025-05-17,137,30.23,,30.265,30.235,30.197,29.993,26.225,24.991,23.71,20.825,19.708,17.162,14.752,12.55,10.907,8.866
4903839_022,24.6472,59.8703,2025-05-17,137,29.94,,30.127,30.102,27.731,25.911,24.38,23.656,23.035,22.536,22.246,21.295,18.09,13.11,11.266,8.728
1902751_019,20.2518,59.6005,2025-05-17,137,28.11,,27.878,27.879,27.742,25.987,24.439,23.947,23.328,21.843,20.671,18.845,16.348,13.52,11.477,8.995
1902289_029,6.4402,69.1179,2025-05-17,137,30.25,,30.623,30.624,30.629,30.653,29.513,27.906,22.731,18.636,16.934,14.095,12.24,10.705,9.667,7.634
3902657_024,21.9771,60.8434,2025-05-16,136,29.5,,28.931,28.935,28.936,28.868,25.008,24.092,23.843,23.002,21.463,19.559,,,,
2903956_024,23.2392,60.1366,2025-05-16,136,30.27,,30.544,30.527,26.11,24.609,23.741,23.554,23.475,23.19,22.192,21.124,17.403,13.027,11.022,8.659
1902734_009,20.5506,61.1701,2025-05-16,136,29.88,,29.736,29.739,29.74,29.739,25.328,24.104,23.637,21.636,20.169,18.23,15.426,13.205,11.461,9.15
4903794_022,7.4978,88.2887,2025-05-16,136,29.37,,29.639,29.639,29.719,29.851,28.629,25.844,21.498,18.043,15.488,13.315,11.212,9.719,8.436,6.528
7901016_064,14.521,55.7065,2025-05-16,136,30.9,,30.71,30.695,28.914,27.878,26.144,25.515,24.484,23.055,20.252,16.977,14.263,12.587,12.036,9.272
5907179_008,11.1833,66.7333,2025-05-16,136,30.38,,30.632,30.636,30.587,30.546,29.821,26.488,23.439,20.648,18.02,15.818,13.036,11.481,10.821,8.544
5907141_022,25.1325,59.7304,2025-05-16,136,29.91,,30.51,30.507,30.498,25.648,24.585,24.025,23.788,23.693,23.193,21.002,17.12,,,
1902756_007,14.4947,53.073,2025-05-16,136,30.82,,30.707,30.488,30.357,30.131,25.454,23.335,21.734,20.747,19.473,17.405,14.758,12.619,11.274,10.083
2903988_012,12.7833,85.4833,2025-05-16,136,31.11,,31.154,31.581,30.517,28.756,27.81,24.305,21.181,18.964,16.975,14.189,11.749,9.791,8.37,6.445
2903895_048,8.5,60.5333,2025-05-16,136,30.64,,30.86,30.873,30.873,30.784,30.009,28.356,27.133,24.88,21.292,18.283,13.021,11.242,10.472,8.052
3902573_048,8.2,67.2,2025-05-16,136,30.28,,30.839,30.567,30.39,30.156,28.47,26.577,23.859,21.756,19.453,15.927,12.59,10.905,9.822,7.504
2902765_193,11.189,84.935,2025-05-16,136,30.85,,30.759,30.896,30.775,30.32,29.336,27.545,23.908,20.73,18.813,15.149,12.176,10.118,8.603,6.729
7901136_072,14.6812,69.8232,2025-05-16,136,30.59,,30.857,30.809,30.791,30.647,29.534,28.239,25.861,22.957,20.182,16.994,13.802,12.393,11.03,8.727
1902373_010,14.7273,89.8523,2025-05-16,136,31.27,,31.504,31.415,30.703,30.205,28.073,26.961,22.415,19.25,17.362,13.989,11.721,10.043,8.659,6.756
1902458_071,11.5659,66.7167,2025-05-16,136,30.34,,30.306,30.307,30.308,30.31,27.965,25.715,24.461,20.819,18.008,15.183,13.198,11.824,10.496,8.315
6903139_353,13.2647,48.5614,2025-05-16,136,29.96,,30.375,30.353,28.035,25.875,24.8,23.982,21.864,19.707,18.67,17.448,15.294,14.178,13.34,10.862
6903138_353,11.4482,57.4627,2025-05-16,136,30.45,,30.572,30.575,30.616,30.729,27.401,25.719,24.76,20.455,18.522,15.496,13.258,11.931,11.849,8.55
1902681_040,10.7867,82.3221,2025-05-16,136,30.77,,30.972,30.973,30.97,30.503,29.269,27.245,23.331,19.662,17.258,14.637,12.342,10.009,8.465,6.469
6903141_349,24.0125,59.7993,2025-05-16,136,30.34,,30.57,30.557,26.94,24.881,23.742,23.379,22.525,21.693,20.584,21.843,17.149,13.072,10.952,8.644
6903140_349,21.7886,62.3668,2025-05-16,136,29.59,,29.261,29.259,29.258,29.065,24.741,24.203,23.693,23.291,22.28,19.994,17.512,12.99,11.195,9.243
2903956_023,23.051,60.0308,2025-05-15,135,30.69,,30.599,29.675,26.128,25.005,23.963,23.599,23.326,22.983,21.935,20.611,16.96,13.043,11.107,8.803
1902660_023,21.5933,59.8189,2025-05-15,135,26.86,,25.683,25.471,25.152,24.599,24.275,23.908,23.645,23.005,20.992,19.824,16.843,13.59,11.767,9.323
1902755_002,13.9798,67.858,2025-05-15,135,30.33,,30.531,30.537,30.49,30.427,29.191,28.033,26.046,21.582,19.991,16.585,14.512,12.077,11.091,8.518
5907167_002,13.9798,67.858,2025-05-15,135,30.33,,30.531,30.537,30.49,30.427,29.191,28.033,26.046,21.582,19.991,16.585,14.512,12.077,11.091,8.518
4903869_008,15.2167,87.7833,2025-05-15,135,31.38,,31.501,31.423,30.855,30.03,28.582,27.58,24.225,20.756,18.484,14.778,11.784,10.063,8.582,6.574
2903892_061,13.3333,84.1333,2025-05-15,135,30.91,,31.282,31.075,30.806,30.412,29.205,28.133,25.989,22.014,18.881,15.013,11.928,10.031,8.431,6.569
4903777_048,7.4833,64.3667,2025-05-15,135,30.51,,30.866,30.77,30.668,30.282,28.808,27.381,25.532,21.268,18.352,15.329,12.691,11.069,9.621,7.266
5907171_009,13.7167,88.55,2025-05-15,135,31.43,,31.676,30.519,29.714,29.164,28.275,28.032,26.285,22.673,19.935,15.46,11.98,10.065,8.52,6.617
6990608_075,8.6167,89.2,2025-05-15,135,29.93,,30.091,30.18,30.153,30.019,29.244,27.182,24.104,19.688,16.275,13.685,11.57,10.082,8.68,6.803
6990700_016,22.5506,59.8476,2025-05-15,135,30.08,,29.3,28.144,25.49,24.435,23.811,23.613,23.388,23.278,22.65,21.132,18.827,13.858,,
5907092_070,13.9449,63.0939,2025-05-15,135,30.44,,30.691,30.577,30.667,30.423,29.214,27.244,23.768,21.038,19.547,16.388,14.061,12.021,10.872,8.804
4903783_048,6.2217,67.779,2025-05-15,135,30.31,,30.924,30.876,30.742,30.705,29.477,26.712,22.971,20.162,17.634,14.295,12.523,10.866,9.294,7.002
2903955_020,23.475,59.3058,2025-05-15,135,31.09,,31.114,30.481,27.215,25.238,24.012,23.588,23.463,22.974,21.716,21.868,17.429,13.401,11.269,8.974
1902373_009,14.7099,89.8278,2025-05-15,135,31.41,,31.459,31.138,30.557,29.778,28.406,27.253,23.595,20.34,17.874,14.303,11.87,10.119,8.624,6.747
1902751_018,20.2058,59.6381,2025-05-15,135,28.77,,28.556,28.54,28.424,27.247,25.015,24.285,23.898,22.771,20.552,18.978,16.342,13.522,11.65,9.206
1902457_072,6.4439,69.2302,2025-05-15,135,30.24,,30.563,30.563,30.563,30.561,28.612,27.319,23.997,18.265,16.673,13.912,12.056,10.713,9.512,7.38
4903839_021,24.7019,59.848,2025-05-15,135,30.63,,30.283,30.25,29.884,26.001,24.166,23.812,23.623,23.358,22.367,21.121,17.497,13.204,11.325,8.883
5907141_021,25.0352,59.7637,2025-05-14,134,30.75,,30.5,30.499,26.994,24.758,24.391,23.882,23.674,23.6,23.196,21.521,17.357,13.508,11.657,8.934
2903956_022,22.9644,59.8839,2025-05-14,134,30.55,,30.331,30.111,26.543,24.651,24.0,23.566,23.54,23.025,22.575,21.169,17.007,13.107,11.278,8.635
5907180_008,15.6667,69.4667,2025-05-14,134,30.51,,30.527,30.527,30.435,30.071,28.523,25.654,23.778,21.573,19.55,17.33,14.181,12.533,11.034,8.819
