profile_id,lat,lon,date,day_of_year,sst,t_0,t_5,t_10,t_20,t_30,t_50,t_75,t_100,t_125,t_150,t_200,t_300,t_500,t_700,t_1000
6990609_061,10.7167,89.3833,2025-05-14,134,30.23,,30.583,30.584,30.202,29.834,29.358,27.022,24.398,20.503,17.967,14.581,12.061,10.134,8.648,6.765
6990705_008,6.3167,89.1,2025-05-14,134,29.32,,29.825,29.828,29.786,29.472,28.282,25.832,20.373,17.005,15.279,13.64,11.895,9.858,8.745,6.812
7901127_061,8.6,91.7167,2025-05-14,134,29.82,,30.094,30.095,29.961,29.429,28.499,24.084,20.246,17.514,16.283,13.906,11.817,10.186,8.543,6.751
6990611_059,21.6,66.3833,2025-05-14,134,29.65,,29.937,29.897,29.749,29.556,26.769,24.535,23.928,23.885,23.514,20.763,17.339,13.511,11.35,8.835
1902373_008,14.7005,89.7969,2025-05-14,134,31.11,,31.231,31.039,30.423,30.049,28.875,27.489,24.782,21.931,19.254,14.683,11.869,10.168,8.703,6.692
6990700_015,22.5521,59.8259,2025-05-14,134,29.58,,29.301,28.047,25.115,24.589,23.716,23.634,23.463,23.483,22.396,21.164,19.137,13.62,11.543,
1902660_022,21.5813,59.7832,2025-05-14,134,26.67,,26.995,26.892,26.183,24.662,24.206,23.824,23.173,23.018,22.111,19.607,16.787,13.38,11.573,9.311
6903140_348,21.9821,62.5487,2025-05-14,134,29.5,,29.426,29.429,29.434,28.468,24.432,24.07,24.128,23.583,22.802,20.146,17.259,13.198,11.341,9.147
6903141_348,23.9702,60.0289,2025-05-14,134,30.94,,30.417,30.097,26.617,24.706,23.876,23.598,23.105,22.657,21.437,21.864,17.475,12.996,10.731,8.489
6903138_352,11.5013,57.2705,2025-05-14,134,30.53,,30.678,30.684,30.69,29.891,26.831,25.534,25.029,22.254,19.998,15.684,13.316,12.513,11.555,8.324
3902657_021,21.5628,60.9874,2025-05-13,133,29.27,,28.875,28.875,28.875,28.869,25.513,24.306,23.824,22.033,20.828,19.468,,,,
2903956_021,22.9436,59.7117,2025-05-13,133,30.52,,30.266,30.249,26.183,25.053,23.787,23.686,23.629,23.291,22.384,21.176,17.378,13.133,11.234,8.625
1902757_020,22.7179,60.297,2025-05-13,133,29.57,,27.783,27.781,26.641,24.899,24.234,23.716,23.426,22.781,21.755,20.775,16.236,13.203,11.644,9.429
1902734_008,20.4314,61.186,2025-05-13,133,29.82,,29.655,29.656,29.661,29.634,25.73,24.379,23.612,21.333,20.303,18.448,15.745,13.212,11.47,9.183
6903139_352,13.4657,48.428,2025-05-13,133,30.43,,30.693,29.916,27.625,25.867,24.558,23.793,21.227,19.833,18.436,16.67,14.608,14.22,13.251,10.557
7902200_029,6.4484,66.1173,2025-05-13,133,30.5,,30.758,30.769,30.77,30.757,29.252,27.593,23.607,19.964,17.923,13.505,12.31,10.722,9.291,7.38
2903434_040,11.0935,84.7146,2025-05-13,133,30.74,,30.875,30.878,30.879,30.49,29.484,28.041,24.448,20.518,18.703,15.369,12.448,10.094,8.657,6.649
2903829_010,9.189,87.2574,2025-05-13,133,30.24,,30.506,30.535,29.923,29.52,28.66,27.772,21.848,19.352,16.48,13.299,11.399,9.783,8.469,6.721
2903891_061,12.9333,89.8167,2025-05-13,133,30.63,,31.387,31.195,30.51,30.134,29.223,28.263,24.768,21.161,18.803,14.388,11.778,9.975,8.576,6.962
7901126_061,11.1333,91.0667,2025-05-13,133,30.27,,30.69,30.687,30.521,30.161,29.352,27.019,22.976,19.187,16.746,13.338,11.431,9.844,8.475,6.71
4903776_061,10.75,88.3667,2025-05-13,133,30.29,,30.542,30.456,30.179,29.928,29.193,27.273,23.949,19.664,17.707,13.989,11.725,9.945,8.527,6.858
6903059_481,20.2791,62.0714,2025-05-13,133,29.74,,29.648,29.653,29.642,29.615,25.182,24.652,24.301,23.71,21.455,18.791,15.896,13.263,11.701,9.45
2903955_019,23.7764,59.2851,2025-05-13,133,31.01,,30.335,30.207,28.882,25.615,24.085,23.864,23.619,23.505,22.879,21.746,19.542,13.444,11.455,9.044
2902273_221,16.5024,69.3066,2025-05-13,133,30.81,,30.873,30.648,30.476,29.869,29.17,26.924,24.909,22.003,19.401,16.997,14.746,12.623,11.157,8.744
1902751_017,20.1859,59.6609,2025-05-13,133,28.7,,29.204,29.083,27.745,25.724,24.473,24.165,23.75,22.568,20.836,18.794,16.543,13.501,11.511,9.074
1902594_076,10.8419,86.3449,2025-05-13,133,30.87,,30.997,30.953,30.933,30.078,28.835,28.209,24.516,19.864,17.646,15.001,11.948,10.055,8.7,6.869
4903839_020,24.7401,59.8323,2025-05-13,133,30.68,,30.363,30.351,26.778,25.407,23.982,23.619,23.558,23.426,23.042,21.747,18.739,13.282,11.264,8.808
6990700_014,22.5681,59.8196,2025-05-13,133,29.21,,29.525,28.847,24.457,24.035,23.829,23.62,23.139,22.761,22.459,20.947,17.728,13.687,11.549,
1902757_019,22.6076,60.2657,2025-05-12,132,29.38,,28.711,28.699,27.451,25.0,24.149,23.719,23.568,22.647,21.735,19.059,,,,
2903956_020,23.0267,59.5353,2025-05-12,132,30.3,,30.244,30.189,27.325,25.657,23.88,23.78,23.608,23.35,22.604,21.435,17.511,13.374,11.27,8.698
3902657_020,21.455,60.9971,2025-05-12,132,29.36,,28.896,28.897,28.9,28.717,26.514,24.309,23.527,21.574,20.823,19.309,16.317,13.311,11.635,9.32
1902660_021,21.5555,59.753,2025-05-12,132,27.69,,26.818,26.811,25.845,25.112,24.405,24.161,23.64,22.895,21.299,20.036,17.005,13.487,11.499,9.282
2903138_090,6.7321,67.4297,2025-05-12,132,30.51,,31.029,31.029,31.029,29.928,29.161,27.598,24.16,20.101,18.001,14.703,12.42,10.558,8.978,7.169
5907141_020,25.0956,59.9623,2025-05-12,132,30.11,,30.193,30.081,26.174,24.697,23.828,23.669,23.611,23.261,22.658,20.978,16.984,13.453,,
7901128_059,17.65,66.75,2025-05-12,132,30.13,,30.152,30.152,30.051,29.746,28.306,26.422,25.497,23.522,20.713,18.287,14.824,12.579,11.181,8.862
7901125_061,13.8833,90.6167,2025-05-12,132,30.57,,31.066,30.997,30.441,29.842,29.179,27.807,23.525,19.595,16.53,13.774,11.476,9.913,8.554,6.859
6990610_059,21.5833,63.2667,2025-05-12,132,29.41,,29.558,29.543,29.202,28.742,25.731,24.305,23.98,23.326,22.15,19.25,16.66,13.238,11.38,9.262
1902672_059,17.3667,70.7667,2025-05-12,132,31.2,,30.531,30.405,30.292,30.194,29.072,27.115,25.246,22.765,19.744,16.947,14.18,12.485,11.116,8.488
5907084_059,19.5833,64.0333,2025-05-12,132,30.05,,30.228,30.229,30.147,30.011,29.027,26.571,24.732,23.166,21.806,18.782,15.026,13.08,11.606,9.218
2902272_221,19.6385,60.4232,2025-05-12,132,29.53,,29.284,29.272,29.211,27.707,24.354,23.869,22.471,21.113,19.966,18.13,15.774,12.705,11.52,9.085
2903140_090,7.2031,66.2801,2025-05-12,132,30.4,,30.84,30.841,30.835,30.41,29.145,27.112,23.255,20.952,17.939,15.001,12.453,10.847,9.454,7.378
2902768_192,13.397,84.161,2025-05-12,132,30.92,,30.781,30.773,30.536,29.942,28.507,27.756,26.438,21.938,19.464,15.162,12.176,10.191,8.765,6.647
2902772_191,15.492,84.583,2025-05-12,132,30.95,,30.811,30.785,30.424,29.875,28.422,27.929,28.051,25.357,21.964,16.719,12.298,10.112,8.765,6.845
2902770_191,11.636,90.378,2025-05-12,132,30.31,30.787,30.803,30.767,30.123,29.393,29.256,28.307,25.148,19.305,16.884,13.542,11.41,9.706,8.534,6.749
2903956_033,24.1327,59.9452,2025-05-25,145,30.77,,31.275,31.276,29.086,25.225,23.731,22.943,21.823,21.23,21.066,20.631,16.018,13.145,11.442,
3902657_031,23.4041,60.4792,2025-05-25,145,29.42,,28.9,28.9,28.873,26.328,24.572,24.234,23.805,22.546,20.697,18.817,16.877,13.481,11.568,9.158
1902734_012,20.983,61.1031,2025-05-25,145,29.82,,29.886,29.889,29.893,29.893,26.639,24.361,23.718,22.426,21.14,18.388,16.269,13.354,11.689,9.26
2903955_025,24.2956,60.5313,2025-05-25,145,30.32,,30.608,30.584,26.057,24.941,24.06,23.665,23.507,22.93,21.983,21.45,17.492,13.034,11.401,8.914
1902681_041,10.8697,82.2902,2025-05-25,145,30.41,,30.27,30.27,30.273,30.32,29.912,29.197,24.927,21.434,19.323,15.466,12.417,10.156,8.56,6.597
4903869_009,15.2833,87.7667,2025-05-25,145,30.83,,30.624,30.634,30.524,29.949,28.296,27.688,24.915,21.436,18.655,15.037,11.927,10.096,8.63,6.658
2903892_062,13.4167,83.9167,2025-05-25,145,30.74,,30.872,30.871,30.894,30.884,30.091,27.877,24.861,21.09,17.829,14.369,11.705,9.788,8.4,6.588
4903777_049,7.75,64.2333,2025-05-25,145,30.13,,30.185,30.187,30.185,30.186,29.874,28.129,25.272,21.827,19.845,15.982,12.927,11.089,9.394,7.311
5907171_010,14.0333,88.85,2025-05-25,145,30.47,,29.866,30.147,30.73,30.714,28.683,27.885,25.268,22.008,18.937,15.131,12.047,10.019,8.601,6.611
6990608_076,8.2833,89.1333,2025-05-25,145,29.84,,30.078,30.077,30.08,29.974,29.329,27.17,22.879,20.57,17.938,14.652,11.971,9.99,8.516,6.85
4903783_049,6.4315,67.7017,2025-05-25,145,29.95,,30.064,30.07,30.068,30.003,29.16,26.625,22.368,19.178,16.854,14.874,12.357,10.785,9.239,6.991
5907092_071,14.2086,62.948,2025-05-25,145,30.19,,29.843,29.9,30.089,30.073,28.731,26.015,24.573,22.913,20.09,16.659,13.801,12.252,10.969,8.752
1902755_003,14.0845,67.9171,2025-05-25,145,30.15,,30.144,30.141,30.104,29.997,28.862,27.548,24.187,20.619,18.841,16.416,13.979,12.057,10.942,8.516
5907167_003,14.0845,67.9171,2025-05-25,145,30.15,,30.144,30.141,30.104,29.997,28.862,27.548,24.187,20.619,18.841,16.416,13.979,12.057,10.942,8.516
5907141_026,24.8107,59.5082,2025-05-25,145,30.8,,31.561,31.508,30.57,26.785,24.494,23.763,23.582,23.422,23.006,21.605,17.824,13.497,11.169,8.87
2902206_337,9.461,69.215,2025-05-25,145,30.15,,30.075,30.079,30.083,30.087,29.345,27.967,24.828,21.917,18.991,15.912,13.023,11.316,9.749,7.734
1902457_073,6.5384,69.2783,2025-05-25,145,30.09,,30.178,30.173,30.174,30.176,29.946,28.107,25.141,19.989,17.11,14.145,12.202,10.785,9.337,7.465
2903956_032,24.1856,60.0168,2025-05-24,144,30.65,,31.267,31.187,26.556,24.767,23.612,23.307,22.434,21.621,21.185,21.167,16.251,13.206,11.457,9.068
6990611_060,21.6167,65.9167,2025-05-24,144,30.18,,30.452,30.42,29.925,28.578,25.127,24.113,23.85,23.563,23.516,20.528,17.161,13.503,11.541,9.109
6990705_009,6.1333,88.9167,2025-05-24,144,29.39,,29.448,29.454,29.485,29.496,28.645,25.782,22.376,18.02,15.876,13.744,11.749,9.854,8.608,6.89
5907180_009,15.6833,69.4833,2025-05-24,144,30.32,,29.841,29.886,29.899,29.862,28.944,26.509,24.488,22.327,20.354,17.534,14.475,12.523,10.991,8.888
6990609_062,10.55,89.1667,2025-05-24,144,29.96,,30.305,30.302,30.304,30.162,29.076,27.942,24.165,19.738,17.003,14.246,11.744,9.965,8.373,6.694
1902751_023,20.374,59.5325,2025-05-24,144,28.69,,29.281,29.06,27.809,25.321,24.395,23.952,23.514,22.311,20.798,19.426,16.344,13.452,11.711,9.179
6903139_357,12.2133,48.9268,2025-05-24,144,30.58,,31.363,31.287,30.967,29.136,26.093,24.158,21.7,19.735,18.284,17.041,14.827,14.086,13.368,10.747
6903140_353,21.6016,62.7859,2025-05-24,144,29.76,,30.186,30.17,30.054,29.369,25.28,24.017,23.664,22.991,21.802,19.757,16.531,12.877,11.291,9.009
6903141_353,23.8052,60.119,2025-05-24,144,30.73,,31.07,30.792,27.741,24.72,23.616,23.249,22.429,21.774,21.05,20.248,16.145,12.893,11.111,8.782
6990700_022,22.5514,59.8349,2025-05-24,144,29.0,,29.332,27.998,25.11,24.366,23.666,23.294,23.004,22.234,21.417,20.173,17.99,13.458,11.225,
2903434_041,11.5846,84.7536,2025-05-24,144,30.35,,30.483,30.483,30.996,30.545,29.365,27.297,22.506,19.871,17.941,14.72,11.877,9.884,8.602,6.587
1902660_028,21.9715,59.948,2025-05-24,144,27.78,,27.581,27.558,24.674,24.437,24.121,23.491,23.181,22.573,21.195,19.118,17.234,13.31,11.561,9.254
7901127_062,8.7667,91.75,2025-05-24,144,29.69,,29.742,29.742,29.873,29.723,27.824,24.102,20.744,18.098,16.121,14.57,12.077,10.628,8.49,
1902757_030,23.9615,61.5203,2025-05-23,143,30.12,,30.167,30.169,29.241,25.849,24.397,23.946,23.624,23.191,22.145,19.207,16.542,13.196,11.955,9.541
2903956_031,24.1888,60.0735,2025-05-23,143,30.56,,30.918,30.843,27.152,25.065,23.765,23.313,23.171,21.991,21.075,20.737,16.205,13.298,11.462,
4903839_025,24.2631,59.5802,2025-05-23,143,30.7,,30.808,30.781,27.913,24.964,24.069,23.709,23.243,21.988,21.195,20.698,17.643,13.24,11.339,8.9
2903955_024,23.8841,60.3619,2025-05-23,143,30.51,,30.692,30.687,26.752,24.944,24.056,23.707,23.547,23.083,21.911,21.58,16.916,13.077,11.471,8.884
2903829_011,9.5576,86.8685,2025-05-23,143,29.72,,29.941,29.936,29.937,29.776,28.667,27.503,23.503,19.743,16.708,13.781,11.422,9.796,8.414,6.701
7902200_030,6.3585,66.27,2025-05-23,143,29.96,,30.479,30.479,30.464,29.592,28.654,26.673,23.401,19.642,17.844,14.383,11.991,10.778,9.429,7.414
2903891_062,12.9333,89.8167,2025-05-23,143,30.56,,30.73,30.736,30.61,29.798,28.264,27.711,23.97,20.452,17.723,13.918,11.835,9.97,8.57,6.982
7901126_062,11.0667,91.5,2025-05-23,143,30.14,30.464,30.485,30.485,30.431,30.12,29.132,27.196,21.856,17.843,16.369,13.41,11.627,10.141,8.512,6.915
4903776_062,10.9,88.3667,2025-05-23,143,30.18,,30.452,30.447,30.083,29.698,29.116,27.275,23.366,19.562,16.732,14.263,11.917,9.933,8.552,6.829
2902273_222,16.7153,68.9584,2025-05-23,143,30.44,,30.363,30.315,30.29,30.337,29.642,27.69,23.938,21.14,19.948,17.313,14.511,12.593,11.297,8.883
5907141_025,24.9749,59.5873,2025-05-23,143,30.38,,31.217,29.822,28.592,25.663,24.701,24.081,23.574,23.433,22.788,20.964,17.592,13.333,11.494,8.949
6903059_482,19.9746,61.9782,2025-05-23,143,30.1,,30.149,30.052,29.971,29.448,25.727,24.283,23.711,22.177,21.058,18.592,15.97,13.393,11.698,9.467
6990700_021,22.5548,59.8273,2025-05-23,143,29.28,,29.045,28.412,25.307,24.43,23.453,23.311,22.846,21.987,20.973,20.354,17.93,12.908,11.512,
1902594_077,10.9754,86.6059,2025-05-23,143,30.28,,30.345,30.345,30.344,30.335,29.295,27.004,23.644,20.103,17.329,14.053,11.593,9.969,8.58,6.851
2903138_091,6.6532,67.2703,2025-05-22,142,30.11,,30.434,30.437,30.442,30.347,29.074,26.952,22.244,19.035,16.607,14.392,12.268,10.677,9.009,7.224
1902757_029,23.9916,61.3805,2025-05-22,142,30.06,,30.66,30.648,29.293,27.412,24.484,23.73,23.613,22.894,21.706,19.824,,,,
2903956_030,24.1759,60.1242,2025-05-22,142,30.66,,30.866,30.834,26.465,24.843,23.935,23.569,22.893,22.15,21.362,21.109,16.432,13.256,11.416,
3902657_030,22.9445,60.3548,2025-05-22,142,29.63,,29.175,29.181,28.875,28.049,25.794,24.135,23.658,22.952,21.059,19.464,17.01,13.48,11.658,9.204
1902734_011,20.824,61.1245,2025-05-22,142,29.82,,29.992,29.994,29.89,29.755,25.211,24.214,23.751,21.891,20.54,18.581,16.254,13.459,11.641,9.281
1902751_022,20.3482,59.5342,2025-05-22,142,28.68,,28.991,28.914,27.811,26.54,24.552,24.091,23.707,22.805,20.59,18.879,16.301,13.462,11.56,9.058
6990610_060,21.5833,63.7667,2025-05-22,142,30.07,,30.442,30.36,30.118,29.644,26.151,23.939,22.4,20.592,19.532,18.493,16.026,13.307,11.508,9.142
1902672_060,17.55,70.6,2025-05-22,142,30.15,,30.105,30.201,30.025,29.276,27.658,25.051,23.764,22.906,19.676,16.971,14.081,12.477,11.074,8.59
7901125_062,13.7333,90.6333,2025-05-22,142,30.77,,30.993,30.986,30.919,30.447,28.772,26.755,22.6,18.822,16.359,13.595,11.565,9.845,8.527,6.722
7901128_060,17.45,66.6,2025-05-22,142,30.24,,30.545,30.325,29.977,28.893,27.093,24.665,24.097,23.543,21.645,17.769,14.628,12.544,11.139,8.82
5907084_060,19.4833,63.8833,2025-05-22,142,30.47,,30.311,30.208,30.143,30.046,29.831,26.598,24.64,24.284,23.178,19.901,16.448,13.253,11.6,9.089
2903140_091,7.2843,66.4528,2025-05-22,142,30.12,,30.457,30.459,30.468,30.493,28.296,27.218,24.885,19.561,17.349,14.341,12.49,10.815,9.011,7.265
6903141_352,23.494,59.8794,2025-05-22,142,30.71,,30.889,30.813,29.274,26.119,23.81,23.364,22.97,22.553,21.747,21.704,17.57,12.554,10.859,8.706
6903140_352,21.4964,62.8284,2025-05-22,142,29.89,,30.157,30.087,30.007,29.492,25.945,23.945,22.846,22.205,20.934,19.371,16.348,13.03,11.175,9.104
1902660_027,21.8799,59.9183,2025-05-22,142,28.61,,29.125,28.626,26.472,24.841,24.24,23.219,22.615,22.28,20.988,19.211,16.189,13.215,11.46,9.128
2902770_192,11.364,90.319,2025-05-22,142,30.27,,30.546,30.458,30.486,30.457,29.544,28.311,25.198,18.428,16.025,13.388,11.551,9.686,8.428,6.701
2902772_192,14.854,84.404,2025-05-22,142,30.55,,30.773,30.775,30.648,30.253,28.403,28.103,27.382,23.82,20.424,15.966,12.183,10.045,8.535,6.623
2902272_222,19.804,60.7008,2025-05-22,142,29.64,,29.701,29.674,29.578,26.773,24.547,23.633,22.091,20.785,19.79,18.225,15.398,12.79,11.543,9.304
2902768_193,13.465,83.841,2025-05-22,142,30.57,30.946,30.939,30.939,30.905,30.219,28.816,27.878,25.777,23.045,19.999,15.358,11.965,10.007,8.527,6.444
6903139_356,12.4633,48.8052,2025-05-22,142,30.27,,30.858,30.859,30.756,28.169,25.619,23.913,21.876,19.792,18.235,16.542,14.842,14.112,13.477,10.631
2903137_091,8.1137,51.6847,2025-05-21,141,28.61,,28.059,28.043,27.99,27.678,26.396,23.547,21.076,20.032,18.575,14.614,12.699,11.591,10.192,7.589
2903956_029,24.1501,60.1873,2025-05-21,141,30.15,,30.673,30.6,26.133,24.458,23.602,23.18,22.369,22.154,21.147,21.603,17.024,13.269,11.467,
4903839_024,24.4343,59.6874,2025-05-21,141,30.16,,30.922,30.495,28.636,25.468,24.101,23.719,23.544,23.291,22.479,20.934,17.599,13.053,11.301,8.871
2902306_039,20.8596,63.2441,2025-05-21,141,29.95,,30.234,30.023,29.917,28.709,25.483,24.447,24.168,22.938,20.89,19.041,16.527,13.307,11.516,9.136
2903955_023,23.4981,60.1125,2025-05-21,141,30.35,,30.47,30.466,27.345,25.29,24.132,23.595,23.337,22.09,21.174,20.899,17.273,13.14,11.224,8.964
6990700_020,22.5669,59.8309,2025-05-21,141,29.31,,28.971,28.957,27.947,25.871,24.179,23.741,23.205,22.279,21.348,20.142,17.552,13.214,11.329,9.065
4903775_062,14.1,91.5333,2025-05-21,141,30.62,,30.889,30.888,30.857,30.358,28.562,25.817,21.941,18.249,16.435,13.46,11.267,9.772,8.402,6.677
5907083_062,11.9,86.9333,2025-05-21,141,30.5,,30.609,30.598,30.454,30.04,28.979,27.042,23.658,20.183,17.396,14.381,11.914,10.086,8.613,6.626
1902669_062,14.6167,86.2,2025-05-21,141,30.75,,30.976,30.985,30.912,30.329,29.087,27.313,24.089,20.522,17.96,14.417,11.59,9.691,8.145,6.416
1902671_060,17.9,68.9,2025-05-21,141,30.52,,31.117,30.907,30.716,30.447,29.313,27.061,24.336,21.661,20.435,17.687,15.584,12.202,10.848,8.82
1901897_256,17.3786,61.5203,2025-05-21,141,29.66,,,,,27.57,25.518,24.512,23.633,22.271,20.413,18.337,15.72,13.362,11.819,9.2
2902766_199,14.497,87.641,2025-05-21,141,30.56,,31.125,31.106,30.843,30.279,29.686,28.568,25.619,21.648,18.606,14.775,11.772,9.862,8.418,6.434
5907141_024,25.1135,59.6048,2025-05-21,141,30.27,,30.989,30.731,29.076,26.057,24.872,24.323,23.746,23.527,22.926,20.811,17.807,13.451,11.48,
2903956_028,24.0669,60.2492,2025-05-20,140,29.96,,30.566,30.326,25.91,24.232,23.834,23.652,23.481,22.167,21.037,21.271,17.067,13.397,11.506,
1902660_026,21.7915,59.8827,2025-05-20,140,28.39,,29.312,29.29,26.878,24.768,24.173,23.559,23.411,23.223,21.402,19.027,15.646,12.957,11.18,8.976
6990715_008,9.85,67.2833,2025-05-20,140,30.18,,30.604,30.611,30.615,30.453,28.562,26.754,25.623,22.793,19.985,15.735,13.186,11.551,10.136,7.987
1902751_021,20.3204,59.569,2025-05-20,140,28.69,,28.83,28.357,27.499,26.922,24.723,24.133,23.782,23.507,22.033,19.426,16.18,13.262,11.742,9.048
2902203_337,15.683,64.696,2025-05-20,140,30.07,,30.287,30.294,30.258,30.274,27.991,24.77,24.223,22.618,19.942,17.799,14.629,12.398,10.971,8.673
5907082_062,18.5333,85.5,2025-05-20,140,31.09,,30.769,30.723,30.497,29.96,28.474,25.178,21.84,18.364,15.915,13.646,11.554,10.08,8.802,6.903
6903140_351,21.4379,62.5992,2025-05-20,140,29.49,,29.898,29.861,29.76,29.63,25.213,24.164,23.63,22.683,22.083,19.774,16.677,13.12,11.228,9.246
6903141_351,23.4784,59.596,2025-05-20,140,30.13,,30.376,30.364,27.367,24.886,24.038,23.418,22.813,22.205,21.762,20.805,17.037,12.818,11.086,8.766
6903139_355,12.7136,48.7116,2025-05-20,140,30.87,,30.625,30.48,30.105,28.266,25.421,24.14,22.461,19.927,18.901,16.999,14.623,14.137,13.698,9.939
2903956_027,23.9105,60.2642,2025-05-19,139,29.96,,30.661,30.408,26.856,24.549,23.963,23.703,23.192,22.497,21.514,21.323,17.008,13.02,11.296,
1902734_010,20.6829,61.1502,2025-05-19,139,29.6,,29.869,29.869,29.856,29.791,25.295,24.025,23.026,21.244,20.109,18.125,15.528,13.484,11.688,9.266
4903839_023,24.5504,59.7808,2025-05-19,139,29.83,,30.204,29.902,28.864,25.366,24.015,23.587,23.576,23.053,22.293,21.034,18.047,13.056,11.303,8.902
2903955_022,23.259,59.8098,2025-05-19,139,30.14,,30.716,30.525,26.595,25.177,24.038,23.602,23.13,21.326,21.661,21.259,17.595,13.229,11.332,8.858
2903989_010,15.8333,86.2833,2025-05-19,139,30.97,,31.241,31.222,30.611,30.603,30.011,29.279,26.883,23.289,19.951,15.836,12.192,10.121,8.607,6.749
5907085_058,8.55,69.7667,2025-05-19,139,30.54,,30.815,30.812,30.796,30.695,29.071,27.303,23.257,19.653,17.765,15.35,12.793,11.18,9.717,7.344
3902669_009,19.3833,64.0,2025-05-19,139,30.0,,30.358,30.252,29.985,29.965,29.486,27.52,24.991,24.023,22.478,19.438,16.125,13.15,11.573,9.17
2902201_337,19.01,58.932,2025-05-19,139,28.54,,27.879,27.81,27.388,26.508,24.901,24.212,23.987,23.431,21.548,19.22,16.648,13.064,11.258,8.994
2903145_055,10.0199,52.5448,2025-05-19,139,29.66,,29.601,29.594,29.496,29.465,26.841,24.796,20.852,19.18,17.011,14.365,12.846,10.696,9.728,8.042
1902660_025,21.7075,59.8688,2025-05-19,139,27.74,,28.667,28.45,25.079,24.709,24.117,23.667,22.526,22.6,20.721,19.237,16.47,13.301,11.521,9.117
2903142_091,12.8803,63.631,2025-05-19,139,30.34,,30.656,30.608,30.568,30.561,30.086,27.112,25.297,21.924,19.275,15.879,13.371,11.871,10.708,8.986
2903149_055,11.5927,63.044,2025-05-19,139,30.27,,30.574,30.577,30.606,29.804,26.705,24.74,21.585,19.02,17.35,15.18,13.143,11.563,10.521,8.369
2903831_017,17.0064,88.9036,2025-05-19,139,30.88,,31.04,31.04,31.026,30.375,29.211,27.723,27.507,24.301,21.555,16.647,12.579,10.665,9.023,7.005
2903956_040,24.6648,60.4381,2025-06-01,152,31.29,,31.803,31.732,27.072,24.747,23.353,22.465,22.352,21.539,21.224,18.876,15.677,13.08,11.234,8.579
1902757_033,22.9101,61.879,2025-06-01,152,30.11,,29.95,29.949,29.954,29.421,24.308,23.64,23.616,23.402,22.651,21.208,17.366,13.497,11.784,9.509
1902594_078,10.9798,87.1106,2025-06-01,152,29.33,,29.971,29.974,29.978,29.981,29.069,27.406,22.858,20.324,17.029,13.866,11.744,9.811,8.537,6.842
6903139_361,12.0688,49.5231,2025-06-01,152,31.6,,31.648,31.631,31.454,30.973,26.332,24.161,22.983,21.731,19.363,16.802,15.042,14.58,13.487,10.649
6903140_357,21.5697,63.2811,2025-06-01,152,29.91,,30.19,30.193,30.191,29.972,25.276,24.007,23.567,22.79,21.228,19.289,16.48,12.737,11.027,8.995
6903141_357,24.18,59.875,2025-06-01,152,31.97,,31.871,31.126,26.153,25.122,23.769,23.154,22.001,20.994,20.435,21.297,17.315,13.027,11.066,8.365
2903140_092,7.6195,66.7693,2025-06-01,152,29.72,,29.862,29.865,29.869,29.87,29.818,27.289,23.304,20.47,17.176,14.197,12.263,10.981,9.048,7.194
7901128_061,17.2667,66.4333,2025-06-01,152,30.17,,30.273,30.273,30.278,30.245,28.458,25.301,23.318,21.214,19.737,17.204,14.468,12.437,11.017,8.759
6990610_061,21.4667,64.1833,2025-06-01,152,30.0,,30.282,30.281,30.276,30.123,26.278,24.126,23.413,22.39,20.858,18.746,16.176,13.364,11.375,9.181
1902672_061,17.8,70.4,2025-06-01,152,30.05,,30.379,30.378,30.269,29.353,27.701,24.875,23.775,22.703,19.017,16.313,13.899,12.55,11.082,8.492
7901125_063,13.4667,90.7333,2025-06-01,152,29.54,,29.581,29.582,29.582,29.578,29.37,26.677,21.953,18.883,16.539,13.939,11.623,9.849,8.514,6.763
5907084_061,19.0833,63.8167,2025-06-01,152,30.38,,30.328,30.332,30.314,30.293,29.449,26.669,25.455,24.509,23.891,20.112,16.548,13.269,11.611,9.223
2902770_193,11.427,90.366,2025-06-01,152,29.55,,30.073,30.074,30.055,30.027,29.076,27.563,23.374,19.539,16.336,13.274,11.538,9.746,8.417,6.713
2902772_193,14.09,84.199,2025-06-01,152,29.51,,30.096,30.095,30.024,29.466,28.419,27.334,24.708,21.788,18.567,14.676,11.884,9.882,8.381,6.562
2902768_194,13.479,83.521,2025-06-01,152,29.58,,30.084,30.079,30.035,29.992,29.907,28.885,26.58,22.984,19.765,15.495,12.023,10.02,8.567,6.455
4903839_029,23.552,59.1988,2025-06-01,152,32.53,,32.116,31.988,28.597,25.802,24.297,23.673,23.556,22.826,21.803,21.133,17.527,13.195,11.336,8.702
5907141_029,23.9793,59.2561,2025-06-01,152,32.33,,31.886,31.83,30.52,26.65,24.396,23.782,23.578,23.459,22.653,21.27,19.007,12.989,11.182,8.898
2902272_223,19.8683,60.8485,2025-06-01,152,29.72,,29.814,29.805,29.791,29.789,25.338,23.734,22.381,20.79,19.818,18.286,15.68,12.806,11.505,9.346
2903137_092,8.1902,51.6155,2025-06-01,152,24.87,,25.662,25.641,25.459,25.156,23.72,21.995,21.32,19.84,17.733,16.22,13.813,11.587,9.875,7.049
1902734_014,21.2029,60.9674,2025-05-31,151,29.77,,30.08,30.079,30.081,30.082,25.941,24.203,23.844,22.075,20.804,19.08,15.873,13.561,11.806,9.285
